"ID_PK","ID","Trait_1","Trait_2","Trait_3","Opening_Sentence"
"4469","9601","hardworking","intelligent","generous",
"4331","9394","outgoing","friendly","energetic ",
"4332","9395","funny","respectful","flirty",
"4333","9443","Funny","Good Worker","good with customers",
"4294","9405","hard working","respectful","competent",
"4334","9392","Friendly","Hard working","Responsible",
"4335","9393","friendly.","caring. ","optimistic.",
"4336","9403","Gregarious","Friendly","On task and busy",
"4337","9423","comical","friendly","intelligent",
"4338","9440","very friendly","hard working","good with people",
"4339","9409","Out going","Easy going","A leader",
"4340","9409","Out going","Easy going","A leader",
"4341","9444","responsible","hard working","a quick learner",
"4342","9445","Friendly","Helpful","Hard working",
"4343","9424","hard working ","leader","dependable",
"4344","9414","hard-working","reliable","an easy learner",
"4345","9418","Friendly","Creative","mediator",
"4346","9432","friendly","hardworking","confedent",
"4347","9435","entertaining","hardworking","a team player",
"4348","9434","Friendly","Hard Working","Funny",
"4349","9439","responsible","hard working","enthusiastic",
"4350","9446","Compassionate","Optimistic","Reliable",
"4351","9400","kind","hard working","Creative",
"4352","9448","friendly","punctual","energetic",
"4353","9449","diligent","friendly ","punctual",
"4354","9462","Athetic","Happy","Chill",
"4355","9462","Athetic","Happy","Chill",
"4356","9459","strong minded","hard working","content",
"4357","9458","Hard working","On time","A good person",
"4358","9453","Hardworking","Friendly ","Confident",
"4359","9463","Friendly","Hard working","Competent",
"4360","9466","good humor","hard working","kind",
"4361","9465"," Friendly","Trustworthy","Competent",
"4362","9455","dedicated","trustworthy","ambitious",
"4363","9451","ethical","hard working","intelligent ",
"4364","9460","Friendly","Hard Working","Competent",
"4365","9456","motivated","focused","friendly",
"4366","9480","outgoing","hard worker","friendly",
"4367","9475","Outgoing","Responsible","Hardworking",
"4368","9476","hard working","to stay on task","fast and doing the job right",
"4369","9481","Outgoing","Creative","Successful ",
"4370","9478","kind","hard working","confident",
"4371","9479","outgoing","responsible","Friendly",
"4372","9474","hard working","friendly","dependable",
"4373","9472","patient","friendly","organized",
"4374","9477","Hard Worker","Nice","Intellegent",
"4375","9468","funny","kind","hardworking",
"4376","9471","friendly","responsible","reliable",
"4377","9467","Nice","Enthusiastic","Helpful",
"4378","9473","Friendly","observant","fare",
"4379","9487","Friendly","Hard working","Responsible",
"4380","9490","Friendly","Smart","Hard Working",
"4381","9502","responsible","friendly","mature",
"4382","9495","personable","hard working ","responsible",
"4383","9504"," friendly","hard working ","reliable ",
"4384","9503","responsible","hard working","outgoing",
"4385","9498","Responsible","hard working","nice",
"4386","9499","Hard-working","well-organized","good working with others",
"4387","9506","artistic","hard working","determined",
"4388","9496","Friendly","easy going","reliable",
"4389","9505","intellegent","dependable","hardworking",
"4390","9494","determined","adventurous","considerate",
"4391","9500","adventurous","determined","considerate",
"4392","9493","responsible","dependable","hard working",
"4393","9507","friendly","critical","self confident",
"4394","9513","friendly","hard-working","on time",
"4395","9512","Smiling","Hard-working","Nice",
"4396","9524","Hard Working","Dedicated","Competitive",
"4397","9527","friendly","hard working","a beast",
"4398","9526","dependable","commited ","trustworthy",
"4399","9529","witty","athletic","a hard worker",
"4400","9521","friendly","hard working","competent",
"4401","9514","friendly","hard working","fast learner",
"4402","9523","friendly","energetic","hard working",
"4403","9516","friendly","hard working","smart",
"4404","9525","friendly","hard working","creative",
"4405","9528","Honest","Hard Working","Responsible",
"4406","9519","Friendly","Hard working","Good Listener ",
"4407","9522","Friendly","Kind","Energetic",
"4408","9515","outgoing","friendly","confident",
"4409","9520","friendly","hard working","competent",
"4410","9488","energetic","hard working","friendly",
"4411","9531","friendly","hard working","cheerful",
"4412","9279","Respectful","Responsible","Safe",
"4413","9532","Honest","Punctual","Responsible",
"4414","9533","funny","hard working","great with people",
"4415","9549","hard working","easy going","friendly",
"4416","9538","outgoing ","social","responsible",
"4417","9555","Nice","Hard Working","Logical",
"4418","9559","reliable","honest","friendly",
"4419","9539","a hard worker.","loyal.","punctual.",
"4420","9552","hard-working ","friendly","competent",
"4421","9536","a good person","a good worker","a help to your company",
"4422","9548","nice","diligent","hard worker",
"4423","9556","nice","hard worker","honest",
"4424","9540","friendly","outgoing","hard working",
"4425","9543","responsible","honest","friendly",
"4426","9547","friendly","assurtive","responsible",
"4427","9551","nice","hard worker","friendly",
"4428","9550","People person ","Hard working ","competetive",
"4429","9541","friendly","hard working ","funny",
"4430","9545","Friendly","Responsible","A Great Gamer",
"4431","9546","persistant/ know what i want and can acheive goal","hard working","creative",
"4432","9275","happy","reliable","respectful",
"4433","9560","very friendly.","helpful.","hard working.",
"4434","9561","motivated","hard working","determined",
"4435","9562","friendly","hard working","a fast learner",
"4436","9461","friendly ","hard working ","kind ",
"4437","9457","a hard worker ","responsible ","friendly and compassionate",
"4438","9565","friendly","caring ","independent",
"4439","9566","friendly","a excellent worker"," a good finisher",
"4440","9454","intellegent","kind","hard worker",
"4441","9569","kind","hard working","reliable",
"4442","9570","friendly","determined","hard working",
"4443","9570","friendly","determined","hard working",
"4444","9571","intelligent","helpful","kind",
"4445","9572","Friendly","Enthusiastic","Passionate",
"4446","9492","personable","a hard worker","dependable",
"4447","9501","dependable","hard working","creative",
"4448","9518","friendly","hard working","calm",
"4449","9517","intelligent ","friendly","hard working",
"4450","9581","outgoing","funny","trust worthy",
"4451","9580","hard working","paitent","outgoing",
"4452","9470","outgoing ","determined","reliable",
"4453","9583","honest","hardworking","motivated",
"4454","9584","Funny","entertaining","motivated",
"4455","9483","smart","hard working","competent",
"4456","9586","friendly","hard working","competent",
"4457","9585","Thoughtful","Skillful","Considerate",
"4458","9568","Friendly","Honest","Hard Working",
"4459","9469","a people person","extremly hard working","dependable ",
"4460","9587","hard worker","friendly","competent",
"4461","9544","friendly","nice","hard working",
"4462","9497","friendly","loyal","positive",
"4463","9578","hard working","outgoing","polite",
"4464","9558","friendly","hard working","nice",
"4465","9554","trustworthy","reliable","hard working",
"4466","9593","friendly","work very hard","big hearted",
"4467","9592","responsible","honest","hard working",
"4468","9579","Friendly","hard working","competent",
"4470","9599","Caring ","Hard worken ","Friendly",
"4471","9604","Hardworking","Thoughtful","Enthusiastic",
"4472","9600","quiet","respectful","intelligent",
"4473","9605","loud","outgoing","kind",
"4474","9602","hard working","easy to get along with","energetic",
"4475","9606","enthusiastic","driven","dependable",
"4476","9609","cold hearted","helpfull","smart",
"4477","9610","kind","respectful","responsible",
"4478","9607","Friendly ","hard working","accountable ",
"4479","9613","Honest","Friendly","Hrad working",
"4480","9611","friendly","a listener","hard working",
"4481","9622","friendly","hard working","dependent",
"4482","9620","friendly .","a hard worker.","easy to get along with.",
"4483","9608","Honest ","Respectful","Courage",
"4484","9623","honest","friendly","hard working",
"4485","9621","Hardworking","Kind","Quiet",
"4486","9618","freindly","hard worker","patient",
"4487","9624","funny","Strong","sexy",
"4488","9626","friendly","trustworthy","hard working",
"4489","9639","hard-working","friendly","couraging",
"4490","9628","patient","hard working","competent",
"4491","9637","Artistic","Hard working","competent",
"4492","9630","Friendly","Hard Working","Kind",
"4493","9630","Friendly","Hard Working","Kind",
"4495","9636","friendly","hard working","competent",
"4496","9631","kind","hard working","respectful",
"4497","9644","hard working","pleasant","clever",
"4498","9648","a good friend","great cadet","a disciplined person",
"4499","9645","friendly","funny","outgoing",
"4500","9642","hard working","easy going","a fast learner",
"4501","9646","Outspoken","Perfectionist","Hard Working",
"4502","9647","hard working","eduacated","realalistic ",
"4503","9650","Funny","Friendly","Hardworker",
"4504","9651","friendly","dependable","hardworking",
"4505","9643","outgoing","easy-going","hard-working",
"4506","9649","friendly","smart ","hard-worker ",
"4507","9612","Trustworthy","hard worker","determined",
"4508","9654","Funny","hard working","cool",
"4509","9614","honest","hard working","friendly",
"4510","9619","outgoing","hard working","freindly",
"4511","9632","Happy","Committed","Ethusiastic",
"4512","9627","enthusiastic","hard-working","kind-hearted",
"4513","9640","Funny","Real","Trustworthy",
"4514","9634","self confident ","funny or loud","nice",
"4515","9633","honest","athletic","helpful",
"4516","9655","Honest","Friendly","good interpersonal skills",
"4517","9638","outgoing","nice & funny.","honest",
"4518","9603","hard-working","honest","friendly",
"4519","9653","friendly ","smart","dedicated",
"4520","9652","Hard-working","Friendly ","Passive ",
"4521","9508","hard working","dedicated","friendly",
"4522","9661","self-motivated","reliable","hardworking ",
"4523","9662","kind","hard working","enthusiastic",
"4524","9664","dedicated","friendly","hard working",
"4525","9595","independent","kind","hard working",
"4526","9666","friendly","hard working","competent",
"4527","9657","athletic","good friend","funny",
"4528","9675","friendly","hard working","respectful",
"4529","9663","friendly","hard Working","responsible",
"4530","9265","hard working ","friendly ","honest",
"4531","9668","Kind","Intellegent","Intuitive",
"4494","9629","nice","hard working","very quickly about learning how to do things",
"4532","9617","friendly","hard working","happy",
"4533","9679","organized","energetic","competent",
"4534","9255","friendly","hard working","dependable ",
"4535","9684","Friendly","Hard Working","Comptent",
"4536","9685","down to earth","hard worker","loud",
"4537","9688","kind","honest","open minded",
"4538","9689","a hard worker","resourceful","responsible",
"4539","9686","devoted","organized","motivated",
"4540","9690","cool","hard working","good",
"4541","9687","a leader","friendly","dedicated",
"4542","9691","Friendly","Hard Working","A good listener",
"4543","9695","impatient","hard working","trustworthy",
"4544","9693","nice","smart","hard working",
"4545","9696","dilligent","easy to talk to","persausive",
"4546","9699","Responsible","Honest","Hard Working",
"4547","9697","Quick thinking","Helpful","Hard working",
"4548","9694","Motivated","Hard working","Dedicated",
"4549","9701","Hard-working","Friendly","enthusiastic",
"4550","9700","Friendly","Respectful","Determined",
"4551","9706","Responsible","hard working","Diligent",
"4552","9705","dependable","honest","prompt",
"4553","9268","frieldly","hardworking","understanding",
"4554","9711","friendly","hardworking","dependable",
"4555","9713","friendly","enthusiastic","fun",
"4556","9715","Hard-working","kind","energetic",
"4557","9718","Compassionate","Caring","Patient",
"4558","9719","OUTGOING","FRIENDLY","HARD WORKING",
"4560","9733","an asshole","a playa","roller",
"4561","9729","funny","punctual","easy going",
"4562","9727","dedicated","talented","mission oriented",
"4563","9730","Hard Working","Fun","happy",
"4564","9731","friendly","hard working","competent",
"4565","9737","motivated","competent","hard working",
"4566","9738","hard-working","results-oriented","resourceful",
"4567","9741","Friendly","Hard working","Cool under pressure",
"4568","9739","Honest","Hard working","punctual",
"4569","9747","Easy to talk to and work with. ","Hard working, and enthisiastic","A person who listens and learns very quick.",
"4570","9761","Friendly","Hard Working","Foucused",
"4571","9762","a good listener","understanding","competent",
"4572","9749","Friendly","Hard-Working","Enthusiastic",
"4573","9754","friendly","driven","veteran",
"4574","9745","Friendly","Hard workding","competent",
"4575","9757","kind","enthusiastic","hard-working",
"4576","9751","hard-working","highly motivated","tech savvy",
"4577","9750","hard working","goal oriantated","competent",
"4578","9755","friendly","hard working","competent",
"4579","9771","honest","hard working","intelligent",
"4580","9777","bossy","hard working","competent",
"4581","9767","Friendly","Hard working","Competent",
"4582","9766","hard working","reliable","motivated",
"4583","9776","team player","hard working","competent",
"4584","9772","Honest","Hard working","Competent",
"4585","9775","Friendly","Hard working","Competent",
"4586","9773","Hard-working","Enthusiastic","Asertive",
"4587","9764","Hard working ","respectful","professional ",
"4944","10490","dependable","hard working","punctual",
"4588","9765","Awesome","The Best","Amazing",
"4589","9779","friendly","hard working","competent",
"4590","9763","passionate","a motivator","determined",
"4591","9780","hard working","reliable","trustworthy",
"4592","9781","Enthusiastic","Motivated","Enduring",
"4593","9785","hard working","enthusiastic","a people person",
"4594","9796","friendly","hard working","competent",
"4595","9814","trustworthy","hard working","friendly",
"4596","9810","socialable","driven","persistant",
"4597","9800","Hard Working","Trustworthy","Team Builder",
"4598","9807","friendly","moral booster","hard worker",
"4599","9823","Hard Working","Dependable","Competent",
"4600","9808","reliable","hard working","friendly",
"4601","9806","dependable","proactive","knowledgable",
"4602","9803","Personable","Hard Working","Goal Driven",
"4603","9811","caring","hard working","helpful",
"4604","9805","open-minded and thorough in my analysis","decisive ","effective in communication",
"4605","9801","diligent","hard-working","punctual",
"4606","9817","positive","determined ","competent",
"4607","9818","friendly","reliable","competent",
"4608","9827","friendly","hard working","entusiastic",
"4609","9825","courteous ","polite","hard working",
"4610","9834","energetic","efficient","competent",
"4611","9756","fast learner","hard working","competent",
"4612","9836","Friendly","Outgoing","Unique",
"4613","9839","friendly","hard worker","reliable",
"4614","9840","intelligent","hard-working","friendly",
"4615","9842","hard working","honest","loyal",
"4616","9855","friendly","hard working","outgoing",
"4617","9864","hard-working","kind","enthusiastic",
"4618","9851","friendly","Creative","Helpful",
"4619","9846","Smart","Hard working","friendly",
"4620","9853","friendly","Hard Working","comoetent",
"4621","9856","kind","trustworthy","out-going",
"4622","9847","hard working","kind","friendly",
"4624","9849","friendly","orginized","resplectful",
"4625","9849","friendly","orginized","resplectful",
"4626","9861","friendly","hard working","responsible",
"4627","9857","Funny","Hard Working","Friendly",
"4628","9863","Responsible","Hard Working","Communicator ",
"4629","9862","Caring","Funny","Hard Worker",
"4630","9873","Hard working","Friendly","Organized",
"4631","9871","having Outstanding people skill","Outgoing personality who respects authority","a hard worker",
"4632","9879","hard working ","punctual","reliable",
"4633","9884","friendly.","hardworking.","proficient in my work.",
"4634","9877","Outgoing","Funny","Nice",
"4635","9885","friendly.","respectful.","compentent and willing to learn.",
"4636","9878","dependable ","hardworking ","honest",
"4637","9887","Friendly","Hard working","Competent",
"4638","9886","Honest","Responsible","Respectable",
"4639","9882","honest","dedicated","responsible",
"4640","9881","joyful","hard working","organized",
"4641","9869","a fast learner","a friendly person","a good worker",
"4642","9870","a quick learner","very responsabile, trustworthy, and organized","competent",
"4643","9889","honest ","repsonble ","intergrity ",
"4644","9907","Friendly","Respectful","Patient",
"4645","9891","reliable","hard working","devoted",
"4646","9905","Honest","Hard working","Reliable",
"4647","9894","dependable","hard working","friendy",
"4648","9888","Kind","Hard-working","Responsible",
"4649","9892","Honest","Hard Working","Respectable",
"4722","10101","compassionate","caring","hard-working",
"4723","10102","project oriented","dependable","punctual",
"2617","5464","kind","hard working","enthusiastic",
"4650","9911","Enthusiastic","Kind ","Trust worthy",
"4651","9896","hard working","friendly","optimistic",
"4652","9914","hard working","friendly","responsible",
"4653","9908","Responsible","Mature","Hard-working",
"4654","9895","Kind","Friendly ","Hard-working",
"4655","9909","friendly","trustworthy","honest",
"4656","9913","Kind","Loyal","Reliable",
"4657","9915","fast","hard working","competent",
"4658","9890","Friendly","hard working","competent",
"4659","9917","freindly","hard working","smart",
"4660","9900","Compassionate","Dedicated ","Hard worker ",
"4661","9922","more than hardworking","extremely dedicated","greatly coachable",
"4662","9927","an original","inspirational","successful",
"4663","9944","honest","persistant","hard-working",
"4664","9939","a hard worker ","enthusiastic ","quick",
"4665","9932","outgoing","friendly","hard working",
"4666","9934","a good listener.","a hard worker.","determined.",
"4667","9943","honest","hardworking","trustworthy",
"4668","9947","kind","helpful","creative",
"4669","9947","kind","helpful","creative",
"4670","9942","hard working","seriously","competent",
"4671","9941","honest","friendly","caring",
"4672","9937","a team player","hard working","reliable",
"4673","9937","a team player","hard working","reliable",
"4674","9940","hard-working","kind","caring",
"4675","9955","Honest","Trustworthy","Respectfull",
"4676","9935","outgoing.","friendly.","hard-working.",
"4677","9950","outgoing","friendly","intellictual",
"4678","9953","Kind","Honest","Hard- Working",
"4679","9974","sociable","hard working","trustworhty",
"4680","9961","Friendly","Trustworthy","Hard- working",
"4681","9987","very social","hard working","understanding",
"4682","9984","Happy","Reliable","Responsible",
"4683","9985","loyal","dedicated","organized",
"4684","9983","friendly","hard working ","kind",
"4685","9982","friendly","cheerful","Hard working",
"4686","9969","Responsible","Enthusiastic","Organized",
"4687","9976","Resonsible","Loyal","Trustworthy",
"4688","9964","hard working","precise","honest",
"4689","9977","Reponsible ","Loyal","Trustworthy",
"4690","9962","friendly","organized","kind",
"4691","9966","caring","organized","responsible",
"4692","9973","helpful","hard working","competent",
"4693","9963","Outgoing","Determined","Friendly",
"4694","9968","knowlegeable","friendly","good worker",
"4695","9972","extremely self-motivated","hard working","intelligent",
"4696","9967","Kind","Hard Working","responsible",
"4697","9981","persistent","kind","a christian",
"4698","9938","Reliable","Hardworking","Positive",
"4699","9949","Friendly","Hard workin ","out going",
"4700","9929","self suffycient","hard working","friendly",
"4701","9978","nice","hard working","determined",
"4702","9978","nice","hard working","determined",
"4703","9975","a dedicated hard worker, and will be.","a hard concentrated worker.","a good people person.",
"4704","9995","Responsible","Trustworthy","Friendly",
"4705","9992","Kind","Creative","Patient",
"4706","9989","hard-working","kind","fun",
"4707","9986","outgoing ","funny","trustworthy",
"4708","9980","friendly","respectful","hardworking",
"4709","9979","friendly","respectful","hardworking",
"4710","9958","Honest","Trustworthy","Friendly",
"4711","9957","Honest","Dedicated","Reliable",
"4712","9997","hard-working","loyal","kind",
"5043","10655","hard-working","energetic","persistent",
"5397","11273","Kind","Hard working","Competative ",
"4713","9970","intelligent","dedicated","hard working",
"4714","9970","intelligent","dedicated","hard working",
"4715","9970","intelligent","dedicated","hard working",
"4716","9993","Friendly","Dedicated","Creative",
"4717","10002","enthusiastic.","talkative.","kind.",
"4718","10039","friendly","ambitious","curious",
"4719","10038","hard-working","friendly","dedicated",
"4720","9998","Outgoing","A quick thinker","Patient",
"4721","10088","diligent","knowledgeable","a leader",
"4724","10111","Dependable ","A good worker","Very nice",
"4725","10107","kind","outgoing","funny",
"4726","10109","worker","friendly","best worker",
"4727","10108","friendly","hard working","competent",
"4728","10112","Very outgoing","hard working","your friend",
"4729","10133","honest","hard working","competent",
"4730","10132","funny","helpful","kind",
"4731","10135","hard working","indepindent","polite",
"4732","10137","outgoing ","friendly ","hard working ",
"4733","10153","responsible","hard working","kind",
"4734","10148","hard working","supportive","generous",
"4735","10154","A people person","Smart","hard working",
"4736","10151","enthusiastic ","loyal","hard-working",
"4737","10156","quiet","hard-working","competent",
"4738","10157","caring","hard working","dedicated",
"4739","10158","Hard working","Determined","Friendly",
"4740","10159","work well with others","smart","hard working",
"4741","10160","Enthusiastic","Determined","Friendly",
"4742","10161","compassionate","hard working","helpful",
"4743","10164","Smart","Fun","Outgoing ",
"4744","10165","responsible","organized","invovled",
"4745","10172","patient ","hard-working","trustworthy ",
"4746","10184","helpful","outgoing","funny",
"4747","10171","kind","intelligent","hard working",
"4748","10167","shy","hard working","friendly",
"4749","10169","Kind","Hard Working","Strict",
"4750","10180","friendly","hard working","determined",
"4751","10170","friendly","personable","hard working",
"4752","10193","Happy","Friendly","enthusiastic",
"4753","10196","friendly","hard working","competent",
"4754","10200","Hard Working","Goal Oriented","Driven",
"4755","10195","respectful","honest","hardworking",
"4756","10206","artistic","shy","lazy",
"4757","10194","Ambitious","Friendly","Competent",
"4758","10201","outgoing ","hard working","time managing",
"4759","10191","hard working","using my time wisely","friendly",
"4760","10217","friendly","hard working","competent",
"4761","10212","reliable.","hard working.","a quick learner.",
"4762","10221","a hard worker","trust worthy","very kind",
"4763","10226","action taking","respectable to superior","hard working, and focused",
"4764","10220","Hardworking","Determined","Happy",
"4765","10216","Determined","Hard working","Responsible",
"4766","10222","Hard-working","loyal","kind",
"4767","10219","responsible","hard working","trustworthy",
"4768","10224","Responsible","Hard working","Trustworthy",
"4769","10223","hard-working","intelligent","persistent",
"4770","10225","Positive","Determined","Spontaneous",
"4771","10213","outstanding","kind","hard worker",
"4772","10228","Outgoing","A hard worker","Honest",
"4773","10230","friendly","hardworking","responsible",
"4774","10140","friendly","motivative","hard working",
"4775","10139","friendly","hard working","competent",
"4776","10138","friendly","hard woring","responsible",
"4777","10233","frendly","hard working ","competent ",
"4778","10235","A nice person.","playing sports","good friend",
"4963","10533","honest.","hard working.","loyal.",
"5470","11421","Hard-working","Kind","determined",
"5471","11424","friendly","hard working","loyal",
"5472","11426","a hard worker ","emotional ","quite ",
"5473","11420","helpful","hardworking ","organized ",
"5474","11427","friendly","hard working","outspoken",
"5475","11328","honest","hard working","intelligent",
"5476","11435","Awesome","trustworthy","reliable",
"5477","11437","Friendly","Optimistic","Truthful",
"5490","11451","Honest","Enthusiastic","Outgoing",
"5491","11390","friendly","personable","motivated",
"5492","11393","Polite","hard working","caring",
"5493","11452","Funny","Funny","Funny",
"5494","11395","friendly ","personable","motivated",
"5495","11397","kind","hard working","friendly",
"5496","11453","Friendly","Funny","Trustworthy",
"5497","11130","creative,","organized,","cheerful",
"5498","11436","friendly","funny ","hard working",
"5499","11462","friendly","cooperative","hard working",
"5501","11136","friendly/honest","a leader","very driven",
"5502","11465","hard-working","kind","independible",
"5503","11133","energetic","dependable","hard working",
"5504","11137","frienly","like to work and help people","active",
"5505","11134","sociable","hard working","dependable",
"5506","11448","Loyal","Reliabile","Trustworthy",
"5507","11370","funny","outgoing","energetic",
"5508","11377","friendy ","hard working","on time",
"5509","11377","friendy ","hard working","on time",
"5556","11564","Hard Working ","Friendly","Dedicated ",
"5557","11558","hard-working","trustworthy","reliant",
"5558","11590","friendly","hard working","a perfectionist",
"5559","11584","respectful","friendly","hard-working",
"5560","11487","hard-working","friendly","passionate",
"5562","11488","friendly","hardworking","kind",
"5563","11498","responsible","reliable","honest",
"5564","11496","hard-working","kind","enthusiastic",
"5565","11597","sweet","friendly","smart",
"5566","11596","outgoing","friendly","hard working",
"5567","11595","responsible","trustworthy","nice",
"5568","11599","Hark Working","Determined","Loyal",
"5569","11491","friendly","outgoing","a hard worker",
"5570","11486","hard-working ","out going ","determine ",
"5571","11517","friendly ","self motivated, driven ","loyal ",
"5572","11509","loyal","trustworthy","honest",
"5573","11508","trustworthy","loyal","honest",
"5574","11510","friendly","caring","dedicated toward my work",
"5575","11513","friendly","dilligent ","self determined ",
"5576","11499","responsible","honest","consistent",
"5577","11502","self motivated and driven ","very hard working and friendly with others","outgoing and enthusiastic",
"5578","11506","Responsible ","Hardworking ","Respectful ",
"5579","11515","friendly","hard working","honest",
"5580","11604","Hardworking ","Caring ","Organized ",
"5581","11518","Hard Working","Responsible","Laid back",
"5582","11507","Hardworking ","Good listener ","Persistant ",
"5583","11606","Friendly","Hardworking","A Leader",
"5584","11500","hardworking","efficent","driven",
"5585","11528","respectful","friendly","fast learner",
"5586","11586","kind","hard working","dependable",
"5587","11537","Funny","Hard working","a good people person",
"5588","11532","Friendly","Hard working","Punctual ",
"5589","11609","friendly","hard working","punctuial",
"5590","11522","Friendly","Hard working","Kind",
"5591","11520","Friendly.","Hard-working.","interactive.",
"5592","11521","hard wrorking","good with my time","friendly",
"5593","11541","Funny","Friendly","Hard Working",
"5594","11610","Hardworking","Friendly","Fast Worker",
"5595","11611","Hard working","Dedicated","Friendly",
"5596","11543","nice","smart","talented",
"4779","10176","kind","hard-working","responsible",
"4780","10173","Outgoing","Disciplined","Determined",
"4781","10179","Dedicated","Caring","Outgoing",
"4782","10174","Quiet","Friendly","Hard Working",
"4783","10178","intelligent","persistant","efficient",
"4784","10175","Honest","Friendly","Hard Working",
"4785","10189","Funny","Energetic","Hard working",
"4786","10190","confident","hard working","personable",
"4787","10186","hard worker","friendly","generous",
"4788","10182","athletic","hardworking","naturally gifted",
"4789","10185","friendly","hard working","competent",
"4790","10177","kind.","hard working.","fun to be around.",
"4791","10237","Enthusiastic to knew challanges","caring","hard-headed",
"4792","10238","caring","Hard working","honest",
"4793","10181","hard working","responsible","lovable",
"4794","10147","responsible","trustworthy","confident",
"4795","10183","funny ","outgoing","athletic",
"4796","10214","quiet","a good listener","hard worker",
"4797","10207","kind","caring","fun loving",
"4798","10204","Hard Working","Dependable","Independent",
"4799","10199","funny","hard working","fast learner",
"4800","10208","Trustworthy","dependable","hardworking",
"4801","10192","Athletic","Friendly","Intelligent",
"4802","10202","trustworthy ","dependable","hardworking",
"4803","10246","calm","friendly","hard working",
"4804","10209","kind","generous","unique",
"4805","10203","friendly","eager to learn","intelligent",
"4806","10242","Competent","Friendly","Hard working",
"4807","10205","funny","strong","reliable",
"4808","10250","calm","motivated","personable",
"4809","10149","hard-working","kind","enthusiastic",
"4810","10227","positive","hard working","humorous",
"4811","10215","Charming","Hilarious","Loyal",
"4812","10255","Reliable","Responsible","Honest",
"4813","10218","witty","charming","strong",
"4814","10253","Friendly","Hard Working","Quick Learner",
"4815","10256","enthusiastic","artistic","genuine",
"4816","10258","Friendly","Helpful","reverent",
"4817","10259","empathetic","hard-working","helpful",
"4818","10260","friendly","adaptable","responsible",
"4821","10197","very hard working","a good leader","competent",
"4822","10245","friendly","funny","hard working",
"4823","10266","out going ","energetic","hard working",
"4824","10267","good with people","very neat","good at my job",
"4825","10244","friendly","trying hard","hard thinker",
"4826","10244","friendly","trying hard","hard thinker",
"4827","10272","friendly","hard working","Responsible ",
"4828","10273","Friendly"," Caring","Passionate",
"4829","10254","Intelligent","super happy","hard working",
"4830","10276","determined","hard working","outgoing",
"4831","10279","kind and respectful to others","quick learner","resposible",
"4833","10241","Amiable","Driven","enthusiastic",
"4834","9868","Outgoing","Quick Learner","Team Player",
"4835","10264","people person","talkative","social butterfly",
"4836","10292","hard-working","responsible","competent",
"4837","10293","friendly","hard working","competent",
"4838","10295","Friendly","NIce","Understanding",
"4839","10297","Outgoing","Understanding","Hardworking ",
"4840","10296","Outgoing","Hard Working","Loyal",
"4841","10298","hard-working","dependable","caring",
"4842","10283","Nice","Friendly","Hard Working",
"4843","10299","friendly","hard working","competent",
"4844","10301","hard working.","loyalty","independent",
"4845","10309","friendly","outgoing","hard-working",
"4846","10269","kind","hard working","friendly",
"4852","10325","Passionate","Loyal","Friendly",
"5597","11546","Awesome","Amazing","Astonashing ",
"5598","11613","very social","a hard worker","sweet and caring",
"5599","11592","personable","organized","determined",
"5600","11569","outgoing","understanding","responsible",
"5601","11555","outgoing","enthusiastic","considerate",
"5602","11576","hard-working","diligent ","a team player",
"5603","11560","considerate","outgoing","hard working",
"5604","11568","responsible","hardworking","friendly",
"5605","11578","hard working","trusting ","encouraging ",
"5606","11570","trustworthy","devoted","friendly",
"5607","11562","Friendly","Caring ","Hard working",
"5608","11572","friendly.","hard working.","punctual.",
"5609","11567","hard-working","friendly","Logical",
"5610","11577","hard working","a leader","friendly",
"5611","11581","hard working ","ambitious","friendly",
"5612","11588","diligient","hard-working","honest",
"5613","11585","considerate","hard-working","a perfectionist",
"5614","11593","friendly","hard working","trustful",
"5615","11589","organized","hard working","friendly",
"5616","11591","clever","intelligent","witty",
"5617","11582","Trustworthy","Dependable","Leader",
"5618","11617","out-going","hard working","dedicated",
"5619","11618","smart","friendly","hard working",
"5629","11587","friendly","mature","competent",
"5630","11501","friendly","focused","helpful",
"5632","11626","responsible.","patient.","trustworthy.",
"5633","11505","loyal","determined","responsible",
"5634","11627","friendly","enthusiastic","loyal",
"5635","11625","hard working","organized","a leader",
"5636","11628","friendly","intelligent","diligent",
"5637","11594","outgoing","hard-working","intelligent",
"5638","11563","Enthusiastic","Joyful","Strong-willed",
"5640","11631","respectable","professional","Determined",
"5641","11656","perky ","punctional ","attentive",
"5642","11642","Friendly","Kind-Hearted","Competent",
"5643","11649","Hands on","A Fast Learner","Energetic",
"5644","11652","Compassionate","Intelligent","Athletic",
"5645","11650","Passionate","Cooperative ","Trustworthy",
"5646","11647","friendly","hardworking","competent",
"5647","11651","Friendly","Serious","Competent",
"5648","11641","friendly","hardworking","competent",
"5649","11645","Friendly","Hard working","Competent",
"5650","11655","friendly","hardworking","competent",
"5651","11643","friendly","hardworking","competent",
"5652","11654","friendly","hardworking","competent",
"5653","11644","Friendly","Hardworking","Competent",
"5654","11648","friendly","hard working","competent",
"5655","11653","friendly ","repsectful ","dependabule",
"5656","11657","REPECTFUL","HARDWORKING","ON TIME",
"5657","11659","respectful","enthusiastic","honest",
"5658","11629","friendly","hard working","fast learner",
"5659","11635","respectful","helpful","passionate",
"5660","11637","hard working","outgoing","friendly",
"5661","11633","Nice","Hard working","Good",
