"ID","Position","Name_of_Org","Date_Start","Date_End","ID_PK","Date_Start_Change","Date_End_Change"
"9953","Member","FCCLA","09/10/11 00:00:00",,"7212",,
"9932","Cleaning the town up","Community service for the town","08/11/09 00:00:00","09/12/09 00:00:00","7214",,
"9939","Volunteer ","Black Hawk","04/16/11 00:00:00","05/17/11 00:00:00","7215",,
"9942","Member (Clean the town)","Church","09/25/12 00:00:00","09/25/12 00:00:00","7216",,
"9944","Secretary of Teens Taking Action","Henry- Stark County Relay for Life","01/01/11 00:00:00",,"7217","Year-Only",
"9958","Vice President","FCCLA","05/27/11 00:00:00",,"7218",,
"9929","Overviewer","Kirchgemeinde Klinken","06/14/10 00:00:00",,"7219",,
"9929","Volleyball","Kewanee High school","08/05/11 00:00:00",,"7220",,
"9958","Group Member","Key Club","08/18/11 00:00:00","09/28/11 00:00:00","7221",,
"9958","Group Member","Student Council","08/18/11 00:00:00",,"7222",,
"9975","Member","FFA","08/01/08 00:00:00",,"7223","Month-Only",
"9995","Member","Key Club","08/20/09 00:00:00",,"7224",,
"9995","Member","Student Council","08/21/11 00:00:00",,"7225",,
"9995","Member","Art League","08/20/09 00:00:00",,"7226",,
"9986","Defensive and offensive line","Football","08/01/07 00:00:00","10/01/11 00:00:00","7227","Month-Only","Month-Only"
"9992","President","Anime Club","01/20/09 00:00:00",,"7228",,
"9986","Center","Basketball","11/01/09 00:00:00","03/01/12 00:00:00","7229","Month-Only","Month-Only"
"9995","Member","Volleyball","08/19/09 00:00:00",,"7230",,
"9979","Doubles and singles player ","Tennis ","08/18/11 00:00:00",,"7231",,
"9980","Member","Art League","08/01/11 00:00:00",,"7232","Month-Only",
"9978","Member","Band","11/02/09 00:00:00","01/01/10 00:00:00","7233",,"Year-Only"
"9995","Member","Poms","08/13/09 00:00:00",,"7234",,
"9993","Student","Art League","01/01/08 00:00:00",,"7235","Year-Only",
"9979","Member","Art League ","08/01/11 00:00:00",,"7236","Month-Only",
"9989","Sprinter","Track","01/01/09 00:00:00","03/01/09 00:00:00","7237","Month-Only","Month-Only"
"9995","Member","Softball","03/17/09 00:00:00",,"7238",,
"9979","Member","Bell buddy ","09/01/11 00:00:00",,"7239","Month-Only",
"9969","Captain","Tennis","08/01/11 00:00:00",,"7240","Month-Only",
"9993","Player/manager","Tennis","01/01/08 00:00:00","01/01/11 00:00:00","7241","Year-Only","Year-Only"
"9978","Member","Fccla","09/13/11 00:00:00",,"7242",,
"9979","Member","Book Club","10/01/09 00:00:00","01/01/11 00:00:00","7243","Month-Only","Year-Only"
"9969","Captain","Bowling","11/01/10 00:00:00","02/01/11 00:00:00","7244","Month-Only","Month-Only"
"9993","Bowler","Bowling","01/01/09 00:00:00",,"7245","Year-Only",
"9969","Member","Softball","03/01/10 00:00:00","05/01/10 00:00:00","7246","Month-Only","Month-Only"
"9977","Member","Volleyball","08/01/08 00:00:00","10/01/09 00:00:00","7250","Month-Only","Month-Only"
"9977","Member","Poms","05/01/10 00:00:00",,"7251","Month-Only",
"9998","President","Art League","09/17/11 00:00:00",,"7252",,
"10002","Member","Starlet","04/01/11 00:00:00",,"7256","Month-Only",
"10001","Sergeant","Junior Reserve Officers Training Corps","07/01/10 00:00:00",,"7257","Month-Only",
"10003","Member","Beta","08/01/10 00:00:00",,"7258","Month-Only",
"10019","Member","FCS","08/01/10 00:00:00",,"7259","Month-Only",
"10005","Member","Jr. Beta","08/01/10 00:00:00","05/01/11 00:00:00","7260","Month-Only","Month-Only"
"10004","Member","Band","08/01/10 00:00:00",,"7261","Month-Only",
"10002","Member","Beta","08/01/11 00:00:00",,"7262","Month-Only",
"10016","Member","Beta","08/01/09 00:00:00",,"7263","Month-Only",
"10008","Member","Beta","08/01/11 00:00:00",,"7264","Month-Only",
"10614","Defender ","Indoor Soccer","03/01/12 00:00:00",,"7940",,
"10044","Member- clarinet","Band","08/01/09 00:00:00",,"7347","Month-Only",
"10050","Pitcher/short stop","Varsity Baseball","01/01/09 00:00:00",,"7348","Month-Only",
"10039","Member","Student Council","12/01/10 00:00:00",,"7349","Month-Only",
"10040","Member","Future Buisness Leaders of America","09/01/11 00:00:00",,"7350","Month-Only",
"10041","Cadet Sergent","JROTC","09/01/10 00:00:00",,"7351","Month-Only",
"10052","Member","Future Business Leaders Of America","09/01/10 00:00:00",,"7352","Month-Only",
"10043","Member","Frasnklin Parish Beta Club","08/25/09 00:00:00",,"7353",,
"10038","Cornerback","Football","08/01/09 00:00:00",,"7354","Month-Only",
"10052","Member","Beta","05/01/11 00:00:00",,"7355","Month-Only",
"10044","Captain","Colorguard/ Flagline","08/01/10 00:00:00","05/01/11 00:00:00","7356","Month-Only","Month-Only"
"10039","Point Guard-Captain","Varsity Basketball","11/01/09 00:00:00",,"7357","Month-Only",
"10043","Reporter","Franklin Parish FFA","08/25/09 00:00:00",,"7358",,
"10040","Member","Beta","09/01/09 00:00:00","04/01/10 00:00:00","7359","Month-Only","Month-Only"
"10046","Member","BETA","09/01/11 00:00:00",,"7360","Month-Only",
"10050","Member","Beta","05/01/11 00:00:00",,"7361","Month-Only",
"10052","Member","Fellowship Cristian Students","08/01/09 00:00:00",,"7362","Month-Only",
"10050","Member","Fcs","08/01/11 00:00:00",,"7363","Month-Only",
"10047","Member","Fellowship of Christian Students","08/22/09 00:00:00",,"7364",,
"10043","Member","Future Business Leaders of America","08/25/09 00:00:00",,"7365",,
"10044","Member","FCCS","09/01/11 00:00:00",,"7366","Month-Only",
"10040","Member","Fellowship of Christian Students","05/01/09 00:00:00",,"7367","Month-Only",
"10052","Member","Student Council","08/01/10 00:00:00",,"7368","Month-Only",
"10038","Member","Beta","05/01/10 00:00:00",,"7369","Month-Only",
"10039","Base, Flyer, Baskspot","Varsity Cheerleader","04/01/11 00:00:00",,"7370","Month-Only",
"10047","Member","4-H","08/22/09 00:00:00",,"7371",,
"10052","Member","Varsity Tennis","08/01/09 00:00:00",,"7372","Month-Only",
"10038","Member","FCS","08/01/10 00:00:00",,"7373","Month-Only",
"10040","Member","Yearbook Staff","08/01/10 00:00:00","05/01/11 00:00:00","7374","Month-Only","Month-Only"
"10044","Member","FBLA","09/01/09 00:00:00",,"7375","Month-Only",
"10047","Staff Member/ Photographer","Yearbook ","08/22/11 00:00:00",,"7376",,
"10039","Member","Varsity Tennis","01/01/09 00:00:00",,"7377","Month-Only",
"10045","Corpal","JROTC","08/01/10 00:00:00","08/30/11 00:00:00","7378","Month-Only",
"10047","Member","Beta Club","08/22/11 00:00:00",,"7379",,
"10045","Member","FCS","08/01/10 00:00:00","05/01/11 00:00:00","7380","Month-Only","Month-Only"
"10052","Distance Runner","Track and Field","12/01/09 00:00:00",,"7381","Month-Only",
"10039","Member","Varsity Track","01/01/10 00:00:00","04/01/10 00:00:00","7382","Month-Only","Month-Only"
"10053","Alto","Franklin Parish High School Choir","08/25/09 00:00:00","05/01/10 00:00:00","7383",,"Month-Only"
"10041","Youth leader","Calvary Puppeteers","01/01/09 00:00:00",,"7384","Month-Only",
"10052","Member","Shiloh Baptist Church Trendsetters","01/01/09 00:00:00",,"7385","Month-Only",
"10044","Member","Quiz Bowl","08/01/10 00:00:00","05/01/11 00:00:00","7386","Month-Only","Month-Only"
"10051","Defense end","Football","09/17/11 00:00:00","10/05/11 00:00:00","7387",,
"10047","Youth Member","Oak Grove Baptist Church Youth Group","01/01/08 00:00:00",,"7388","Year-Only",
"10038","Distance Runner (800-1600 meters)","Track","01/01/10 00:00:00",,"7389","Month-Only",
"10052","Vice President","D.I.A.M.O.N.D.S","04/01/10 00:00:00",,"7390","Month-Only",
"10038","Point Guard","Basketball","11/01/10 00:00:00",,"7391","Month-Only",
"10041","President","Franklin Parish Shooting Sports","10/01/08 00:00:00",,"7392","Month-Only",
"10041","Photographer","JROTC","08/01/11 00:00:00",,"7393","Month-Only",
"10055","Member","JROTC","11/01/10 00:00:00","10/03/11 00:00:00","7394","Month-Only",
"10060","Member","Drill Team","08/19/11 00:00:00",,"7395",,
"10054","Member","BETA Club","05/11/11 00:00:00",,"7396",,
"10057","Dancer","Starlets","06/01/11 00:00:00",,"7397",,
"10063","Second Base and Short Stop","FPHS Softball","01/17/11 00:00:00",,"7398",,
"10055","Memeber","FPHS Dance Team","08/01/10 00:00:00","12/01/10 00:00:00","7399","Month-Only","Month-Only"
"10060","Member","Beta Club","05/11/11 00:00:00",,"7400",,
"10058","Quaterback","Fphs varsity football","01/08/10 00:00:00","05/22/10 00:00:00","7401",,
"10063","Member","FPHS Cheerleading","08/01/10 00:00:00",,"7402","Month-Only",
"10060","Member","Color Guard","08/26/11 00:00:00",,"7403",,
"10060","Member","FBLA Club","09/19/11 00:00:00",,"7404",,
"10063","Member","FCA","08/01/10 00:00:00",,"7405","Month-Only",
"10077","Member","Future Farmers of America","08/01/11 00:00:00",,"7406","Month-Only",
"10078","Member","Future Buisness Leaders of America","08/01/09 00:00:00",,"7407","Month-Only",
"10067","Member","Franklin Parish High School Starlets Dance Line","05/01/11 00:00:00",,"7408","Month-Only",
"10082","Defensive End","Fphs Varsity Football","08/01/10 00:00:00",,"7409","Month-Only",
"10066","Reporter","Future Businnes Leaders of America","08/01/10 00:00:00",,"7410","Month-Only",
"10071","Quarterback","FPHS Varsity Football","08/01/09 00:00:00",,"7411","Month-Only",
"10075","Officer","Future Business Leaders of America","08/01/10 00:00:00",,"7412","Month-Only",
"10069","Member","Future Business Leaders of America","08/01/11 00:00:00",,"7414","Month-Only",
"10070","FPHS Band Member","FPHS Band","08/01/10 00:00:00",,"7415","Month-Only",
"10078","Cadet Command Seargant Major","Junior Reserve Officers' Training Corps","08/01/09 00:00:00",,"7416","Month-Only",
"10068","Officer","Future Business Leaders of America","08/01/10 00:00:00",,"7417","Month-Only",
"10066","Member","National BETA club","08/01/07 00:00:00",,"7418","Month-Only",
"10067","Trumpet Player","Franklin Parish High School Marching Band","01/01/11 00:00:00","01/01/11 00:00:00","7419","Year-Only","Year-Only"
"10072","Officer: Treasurer","National BETA Club","01/01/05 00:00:00",,"7420","Year-Only",
"10075","Member","National BETA Club","08/01/11 00:00:00",,"7421","Month-Only",
"10082","Power Forward/Center","FPHS Varsity Basketball","01/01/10 00:00:00",,"7423","Year-Only",
"10078","Chaplin","National Beta Club","08/01/06 00:00:00",,"7425","Month-Only",
"10070","Member","Future Buisness Leaders of America","08/23/11 00:00:00",,"7426",,
"10068","Member","National BETA Club","08/01/11 00:00:00",,"7427","Month-Only",
"10072","Member","Fellowship of Christian Students","01/01/07 00:00:00",,"7428","Year-Only",
"10071","Point Guard","FPHS Varsity Basketball","08/01/09 00:00:00",,"7429","Month-Only",
"10070","Member","FPHS Beta Member","08/01/09 00:00:00",,"7430","Month-Only",
"10078","Center","FPHS Varsity Basketball Team","08/01/09 00:00:00","01/01/11 00:00:00","7431","Month-Only","Year-Only"
"10066","Trumpet Player","Franklin Parish Marching Band","08/01/10 00:00:00",,"7432","Month-Only",
"10084","Cadet captain","Junior Reserve Officers' Training Corps","08/23/08 00:00:00","10/03/11 00:00:00","7434",,
"10068","Centerfield/Catcher","FPHS Varsity/Junior Varsity Softball Team","08/01/10 00:00:00","10/03/11 00:00:00","7435","Month-Only",
"10075","Right/Left Field","FPHS Junior Varsity/Varsity Softball Team ","08/01/10 00:00:00",,"7436","Month-Only",
"10084","Member","4-h club","08/01/11 00:00:00",,"7437","Month-Only",
"10068","Member","4-H Club","08/01/10 00:00:00",,"7438","Month-Only",
"10067","Member","National Beta Club","01/01/07 00:00:00",,"7439","Year-Only",
"10082","First Base","FPHS Varsity Basetball","01/01/10 00:00:00",,"7440","Year-Only",
"10084","Doll member","Victory temple dance team","01/01/11 00:00:00","01/01/11 00:00:00","7441","Month-Only","Year-Only"
"10072","Member","Franklin Parish High School Choir","01/01/09 00:00:00","01/01/10 00:00:00","7442","Year-Only","Year-Only"
"10070","Sergent","Junior Reserve Officer' Training Corps.","08/01/09 00:00:00","08/23/11 00:00:00","7443","Month-Only",
"10068","Member","Gilbert United Methodist Church","11/03/95 00:00:00",,"7445",,
"10072","Member","Franklin Parish High School Yearbook","01/01/10 00:00:00",,"7446","Year-Only",
"10065","Point Gaurd","FPHS versity basketball","01/01/11 00:00:00","01/01/14 00:00:00","7447","Year-Only","Year-Only"
"10078","Youth Usher","Winnsboro Second Baptist Youth Group","01/01/07 00:00:00",,"7444","Month-Only",
"10066","Member","4-H","08/01/05 00:00:00","05/01/10 00:00:00","7448","Month-Only","Month-Only"
"10074","Free safty","FPHS varsity football","01/10/10 00:00:00",,"7449",,
"10067","Vice President of Communications","Future Business Leaders of America","01/01/10 00:00:00",,"7450","Year-Only",
"10068","Member","Calvary Baptist Youth Group","09/01/08 00:00:00",,"7451","Month-Only",
"10065","Free safety","FPHS versity football","01/01/11 00:00:00","01/01/14 00:00:00","7452","Year-Only","Year-Only"
"10075","Member","Calvary Baptist Church Youth","09/01/06 00:00:00",,"7453","Month-Only",
"10070","Member","Pleasant Green Baptist Church","01/11/95 00:00:00",,"7454",,
"10072","Member","Wisner First Baptist Church Youth Group","01/01/07 00:00:00",,"7455","Year-Only",
"10067","Member","Fellowship of Christian Students","01/01/10 00:00:00",,"7456","Year-Only",
"10082","Chior","Augusta Baaptist Church","01/01/01 00:00:00",,"7457","Year-Only",
"10066","Member","Fellowship of Christian Students","08/01/10 00:00:00",,"7458","Month-Only",
"10086","Left Tackle (Offensive Lineman)","Franklin Parish Varsity Football","02/01/10 00:00:00",,"7459","Month-Only",
"10067","Photographer","Student Council","01/01/10 00:00:00",,"7460","Year-Only",
"10065","100 meters","FPHS Track team","01/01/11 00:00:00","01/01/14 00:00:00","7461","Year-Only","Year-Only"
"9997","Member","FFA","05/18/08 00:00:00","06/19/10 00:00:00","7462",,
"9995","Member","T.E.A.M","10/05/11 00:00:00",,"7463",,
"9967","Guard","Basketball Team","11/12/09 00:00:00",,"7464",,
"9967","Sprinte/Jumper","Track & Field","03/05/09 00:00:00",,"7465",,
"9992","Captain","Tennis Club","07/15/11 00:00:00",,"7466",,
"10088","Board member","UCTE/LA","08/15/00 00:00:00",,"7467",,
"10178","Member","Blue Creek Busy Bees","06/09/11 00:00:00",,"7526",,
"10167","Helper","VBS","08/01/10 00:00:00","08/04/10 00:00:00","7527",,
"10157","Member","Athol Babtist Youth group","10/11/09 00:00:00",,"7528",,
"10178","Childcare Volunteer","Real Life Ministries","02/01/09 00:00:00","03/18/11 00:00:00","7529",,
"10180","Member","IDFY","09/12/08 00:00:00",,"7530",,
"10172","Fencer ","Courdascrime ","01/17/10 00:00:00","09/26/11 00:00:00","7531",,
"10171","Member","Halau Hula O Ku'ulei","09/05/05 00:00:00",,"7532",,
"10180","Outside Hitter","Timberlake Tiger Varsity Volleyball","08/14/10 00:00:00",,"7533",,
"10169","Sprinter","Timberlake High School Track and Field","02/07/10 00:00:00","03/08/10 00:00:00","7534",,
"10179","Short stop","Crush Softball","05/10/09 00:00:00",,"7535",,
"10173","President/Member","4-H KCS Club","09/07/06 00:00:00","08/30/11 00:00:00","7536",,
"10179","Short stop","Dry Ice Softball","06/19/08 00:00:00","12/01/08 00:00:00","7537",,
"10172","Volunteer ","Habitat for Humanity ","01/01/11 00:00:00","01/01/11 00:00:00","7538","Year-Only","Year-Only"
"10173","Strong Guard? Defensive tackle/end","Timberlake Football","08/08/09 00:00:00","11/09/11 00:00:00","7539",,
"10180","Outside Hitter","Eclipse VBC","11/20/11 00:00:00",,"7540",,
"10173","Member","FCCLA","10/07/11 00:00:00","06/09/12 00:00:00","7541",,
"10180","Member","Honor Sociey","01/05/11 00:00:00",,"7542",,
"10179","Member","Honor Society","01/05/11 00:00:00",,"7543",,
"10173","ASB Vice Predisent","Timberlake Student Council","09/03/11 00:00:00","06/10/12 00:00:00","7544",,
"10179","Member","IDFY","09/10/07 00:00:00",,"7545",,
"10176","Wide Reciever","Football","08/01/11 00:00:00",,"7546",,
"10179","Member","Leadership","09/09/11 00:00:00",,"7547",,
"10176","Long Distance ","Track and Field","03/10/11 00:00:00",,"7548",,
"10174","Committy Member","Relay For Life","01/03/11 00:00:00","08/16/11 00:00:00","7549",,
"10174","Volunteer","Rathdrum Days","07/13/11 00:00:00","07/14/11 00:00:00","7550",,
"10184","Operator ","Lance duglace","09/15/11 00:00:00","09/15/11 00:00:00","7551",,
"10175","Cheerleader","Build It Athletix","05/01/11 00:00:00","09/01/11 00:00:00","7552","Month-Only","Month-Only"
"10194","Quarterback","Timberlake High School Football","06/15/09 00:00:00",,"7553",,
"10196","Eagle Scout","Boy Scouts","10/30/01 00:00:00",,"7554",,
"10200","Varsity Basketball","IHSAA","09/12/11 00:00:00",,"7555",,
"10195","Volunteer","Spirit Lake Library","10/27/11 00:00:00",,"7556",,
"10190","Member","Timberlake Drama Department","09/09/10 00:00:00",,"7611",,
"10177","Teammate","High school wrestling and football","08/10/11 00:00:00","02/20/12 00:00:00","7612",,
"10181","Cheif Speecher","Speech Club","09/06/11 00:00:00",,"7613",,
"10237","Member","Club Peace","10/09/11 00:00:00",,"7614",,
"10237","Member","Drama Club","10/09/11 00:00:00",,"7615",,
"10185","6th place","Cross Country Team","08/13/11 00:00:00",,"7616",,
"10237","Teacher","NEYC Tae-Kwon-Do Club","05/01/00 00:00:00",,"7617","Month-Only",
"10185","Member","Timberlake High School","09/08/10 00:00:00",,"7618",,
"10182","Point Guard","Basketball Team","11/14/11 00:00:00",,"7619",,
"10182","Running Back and Line Backer","Football Team","08/14/11 00:00:00","11/07/11 00:00:00","7620",,
"10238","Member","IDFY","09/20/08 00:00:00","06/07/10 00:00:00","7621",,
"10239","Singer and Guitarist","Bridgeville Music program","05/29/06 00:00:00","08/25/06 00:00:00","7622",,
"10186","Member","Business of mountain side green house","01/01/11 00:00:00","01/01/11 00:00:00","7623","Year-Only","Year-Only"
"10199","Post","Basketball","10/31/11 00:00:00",,"7624",,
"10199","Independent","Motocross","01/01/01 00:00:00",,"7625",,
"10199","Catcher","Softball","04/11/09 00:00:00",,"7626",,
"10204","Maintenance, Field worker","Wolf Hybrid Rescue","01/01/11 00:00:00","01/01/11 00:00:00","7627","Year-Only","Year-Only"
"10209","Volunteer","Bayview Youth Church ","06/21/11 00:00:00",,"7628",,
"10209","Member","Idaho Drug Free Youth","05/10/10 00:00:00","09/20/11 00:00:00","7629",,
"10205","Member","Kootenai County Showmen 4-H Club","12/10/02 00:00:00","08/25/10 00:00:00","7630",,
"10205","Member","Timberlake Cheer Squad","05/10/11 00:00:00",,"7631",,
"10205","Member","First Robotics","12/01/10 00:00:00",,"7632",,
"10207","Gymnast","Flip Factory Gymnastics","02/20/99 00:00:00","04/30/11 00:00:00","7633",,
"10208","Member","National Rifle Association","05/17/09 00:00:00",,"7634",,
"10207","President","First Lutheran Youth Group","06/10/09 00:00:00",,"7635",,
"10245","Officer (Treasurer)","THS Choir","09/10/09 00:00:00",,"7636",,
"10242","Star Scout","Boy Scouts of America","09/01/03 00:00:00","09/01/09 00:00:00","7637","Month-Only","Month-Only"
"10246","Pitcher, outfield","Varsity Baseball","12/26/11 00:00:00",,"7638",,
"10202","Junior class sectretary","Leadership","09/09/11 00:00:00",,"7639",,
"10149","Player","Candlelight Softball Team Wensday","07/10/11 00:00:00",,"7640",,
"10149","Player","Candlelight Softball Team Friday","07/10/08 00:00:00",,"7641",,
"10218","Patroll leader","Boy Scouts","06/16/09 00:00:00",,"7642",,
"10227","Volunteer","Graceful Transitions Wolf Rescue","03/14/09 00:00:00",,"7643",,
"10226","Call Of Duty Modern Warfare sniper","MLG (major league gamer)","05/06/07 00:00:00",,"7644",,
"10227","Cheerleader","Timberlake Varsity Cheer","11/01/10 00:00:00","03/01/11 00:00:00","7645","Month-Only","Month-Only"
"10253","Member","Business Professionals of America","10/08/10 00:00:00",,"7646",,
"10253","Member","Spirit Lake Y.E.S. Program","05/21/06 00:00:00","10/04/09 00:00:00","7647",,
"10253","Outfielder","Softball","03/14/03 00:00:00","04/26/10 00:00:00","7648",,
"10253","Member","Horticulture","09/09/11 00:00:00",,"7649",,
"10253","Member","Yearbook","09/09/11 00:00:00","01/07/12 00:00:00","7651",,
"10256","Sign Waver","Hawaii Annual Food Drive","01/01/11 00:00:00","01/01/11 00:00:00","7652","Year-Only","Year-Only"
"10256","Walker","Annual Charity Walk","01/01/11 00:00:00","01/01/11 00:00:00","7653","Year-Only","Year-Only"
"10256","Walker","Annual Charity Walk","01/01/10 00:00:00","01/01/10 00:00:00","7654","Year-Only","Year-Only"
"10256","Member","Waikiki Beach Clean Up","01/01/10 00:00:00","01/01/10 00:00:00","7655","Year-Only","Year-Only"
"10258","Member","Kaimuki High School Tennis Team","09/15/08 00:00:00",,"7656",,
"10258","Member","Boy Scouts of America","02/01/06 00:00:00",,"7657",,
"10258","Member","Asian Culture Club","09/24/11 00:00:00",,"7658",,
"10259","Corporal","JROTC","08/01/08 00:00:00","11/01/11 00:00:00","7659",,
"10260","Member","HOSA","09/01/10 00:00:00","05/01/11 00:00:00","7660","Month-Only","Month-Only"
"10260","Member","Key Club","08/01/09 00:00:00","05/01/11 00:00:00","7661","Month-Only","Month-Only"
"10260","Member","Art Club","01/01/09 00:00:00","01/01/10 00:00:00","7662","Year-Only","Year-Only"
"10260","Vocals","Choir","08/01/11 00:00:00",,"7663","Month-Only",
"10140","Member","Campus Creations","09/10/11 00:00:00",,"7664",,
"10141","Cashier, janitorial","Campus Creations","09/01/11 00:00:00",,"7665",,
"10142","Member ","Wia ","10/01/11 00:00:00",,"7666",,
"10266","Student","Wia","10/01/11 00:00:00",,"7667",,
"10267","Voulenteer","Golden crest","05/08/09 00:00:00","09/14/10 00:00:00","7668",,
"10267","Memeber","Wia","10/01/11 00:00:00",,"7669",,
"10244","Dancer, help in traditional things","FUMC youth day","08/31/11 00:00:00","09/05/11 00:00:00","7670",,
"10244","Kitchen help","New Years Eve Feeding","12/31/11 00:00:00","01/05/12 00:00:00","7671",,
"10244","Listener, Helper ","FUMC youth meetings","01/01/11 00:00:00",,"7672","Year-Only",
"10272","Secertery","Idaho Drug Free Youth","09/09/11 00:00:00",,"7673",,
"10272","Member","National Junior Honor Society","05/08/08 00:00:00","07/10/10 00:00:00","7674",,
"10272","Member","Teens Against Tobacco Use","08/06/10 00:00:00",,"7675",,
"10272","Member","Club P.E.A.C.E","09/01/11 00:00:00",,"7676","Month-Only",
"10272","Member","Choir","09/01/03 00:00:00",,"7677","Month-Only",
"10273","Member","Timberlake Wresteling team","10/15/09 00:00:00","02/07/10 00:00:00","7678",,
"10273","Member","Spirit Lake Y.E.S.","06/06/09 00:00:00","07/06/09 00:00:00","7679",,
"10273","Member","Boy scouts","01/01/02 00:00:00","01/01/03 00:00:00","7680",,
"10273","Actor","Drama","09/06/09 00:00:00","06/05/11 00:00:00","7681",,
"10254","Member","Track and Field","03/01/11 00:00:00",,"7682",,
"10254","Member","Drama Club","01/01/11 00:00:00","01/01/11 00:00:00","7683","Year-Only","Year-Only"
"10275","Captain","Basketball Varsity Team","01/01/11 00:00:00",,"7684","Year-Only",
"10276","Player (OH, MB, RS)","Pakela Volleyball Club","11/13/10 00:00:00","01/01/11 00:00:00","7685",,"Year-Only"
"10147","Class President","Leadership","09/01/10 00:00:00",,"7686","Month-Only",
"10279","Member","WIA school to work ","10/01/11 00:00:00",,"7687",,
"10279","Player","Franklin Football","08/15/11 00:00:00","10/29/11 00:00:00","7688",,
"10279","Player","Franklin Rec Basketball","11/13/11 00:00:00",,"7689",,
"10268","Pastry Chef","Cake Internationals","07/15/11 00:00:00",,"7690",,
"10255","Member","YMCA","02/24/09 00:00:00",,"7691",,
"10240","Member","Wia school tour","09/15/11 00:00:00",,"7692",,
"10241","President","National Technical Honor Society ","08/25/11 00:00:00",,"7694",,
"10241","President,Founder","Mountaineers Make-A-Wish","08/25/11 00:00:00",,"7698",,
"10241","Team Member","Played Junior Varsity baseball for KMHS","02/14/09 00:00:00","02/14/11 00:00:00","7700",,
"9814","Member","American Legion","01/01/10 00:00:00",,"7701","Year-Only",
"9814","President","Highland Villas Homeowners Association","10/01/11 00:00:00",,"7702","Month-Only",
"10263","Member","Wea school to work","10/01/11 00:00:00",,"7703",,
"10264","Cadet ","JROTC ","08/01/10 00:00:00",,"7704","Month-Only",
"10264","Member","Polynesian Culture Club","08/01/11 00:00:00",,"7705","Month-Only",
"9868","Event Co Chair","American legion","09/01/09 00:00:00",,"7706",,
"9868","Member","Pheasants Forever","10/01/09 00:00:00",,"7707",,
"10292","Junior Leader","Moiliili Community Center","06/01/09 00:00:00","07/01/09 00:00:00","7708","Month-Only","Month-Only"
"10292","Member/Secretary","National Honor Society","05/01/10 00:00:00","12/05/11 00:00:00","7709","Month-Only",
"10293","Member","Youth group and dance","01/01/06 00:00:00","01/01/11 00:00:00","7710",,"Year-Only"
"10295","Private","JROTC","09/01/08 00:00:00","06/01/09 00:00:00","7711","Month-Only","Month-Only"
"10295","Student","Spanish Class","07/01/10 00:00:00",,"7712","Month-Only",
"10297","Singer","Ohana Mele tour group","11/28/11 00:00:00",,"7713",,
"10296","Wrestler","Wrestling","11/25/11 00:00:00",,"7714",,
"10298","Member","Future Farmers of America","08/19/08 00:00:00",,"7715",,
"10298","Member","VCY","08/19/08 00:00:00",,"7716",,
"10298","Member","Family, Career and Community Leaders of America","08/19/11 00:00:00",,"7717",,
"10283","Member","JROTC ","05/17/11 00:00:00",,"7718",,
"10166","Events Chairman","Northwest Lowline Association","01/01/09 00:00:00",,"7719",,
"10166","Member","Inland Empire Arabian Horse Association","01/01/75 00:00:00",,"7720","Month-Only",
"10166","Member","Timberlake High School Booster Club","08/30/98 00:00:00",,"7729",,
"10301","Member ","Leadership Program ","01/01/11 00:00:00","01/01/11 00:00:00","7730","Year-Only","Year-Only"
"10301","Member ","FCCLA ","01/01/09 00:00:00","01/01/11 00:00:00","7731","Year-Only","Year-Only"
"10143","Participant","Special olympics","06/06/09 00:00:00",,"7732",,
"10269","Member","Wia Program","10/01/11 00:00:00",,"7733",,
"10309","Student","Assistive Technology Resource Center","10/11/11 00:00:00",,"7734",,
"10311","Student","White Tiger Karate","02/01/09 00:00:00",,"7735","Month-Only",
"10318","Wrestling team member junior varsity 152lb weightc","Kaimuki high school","01/01/08 00:00:00","01/01/09 00:00:00","7736","Year-Only","Year-Only"
"10318","Wrestling team member junior varsity 171lb weightc","Kaimuki high school","01/01/09 00:00:00","01/01/10 00:00:00","7737","Year-Only","Year-Only"
"10318","Wrestling team member  varsity 171lb weightclass ","Kaimuki high school","01/01/09 00:00:00","01/01/10 00:00:00","7738","Year-Only","Year-Only"
"10318","Wrestling team member varsity 171lb weightclass ","Kaimuki high school","01/01/10 00:00:00","01/01/11 00:00:00","7739","Year-Only","Year-Only"
"10320","Member","Family Career Community Leaders of America","01/01/11 00:00:00",,"7740","Year-Only",
"10320","Member/Article Editor","Mane Chronicle","08/01/09 00:00:00","05/01/10 00:00:00","7741","Month-Only","Month-Only"
"10312","Member","WIA","09/16/11 00:00:00",,"7742",,
"10277","Member","Library Club","08/01/10 00:00:00","05/01/11 00:00:00","7744","Month-Only","Month-Only"
"10323","Member","High  School Chorus","08/01/09 00:00:00","05/30/10 00:00:00","7745",,
"10328","Member","Asian Culture Club","01/01/10 00:00:00",,"7746","Year-Only",
"10328","Member","Science ","01/01/11 00:00:00",,"7747","Year-Only",
"10329","Member","Anime Club","08/02/11 00:00:00",,"7748",,
"10330","Member","Peer education ","08/03/10 00:00:00","06/05/11 00:00:00","7749",,
"10333","Member","Kaimuki High School Performing Arts Center","08/01/09 00:00:00",,"7750",,
"10333","Member","Hawaiian Music Hall of Fame","05/03/10 00:00:00",,"7751",,
"10333","Member","Hawaii Academy of Recording Artist","05/16/11 00:00:00",,"7752",,
