"ID","Company_Name","City","State","Employment_Start","Employment_End","ID_PK","Position","Employment_Start_Change","Employment_End_Change"
"12047","Sweet water pools","Alpharetta","GA","03/01/13 00:00:00","08/01/13 00:00:00","7597","lifegaurd","Month-Only","Month-Only"
"12068","Various Households","Alpharetta","GA","01/01/08 00:00:00",,"7598","Babysitting/Petsitting",,
"12059","RG. Education Center","Toronto","ON","01/01/11 00:00:00","12/29/13 00:00:00","7599","Office Assistant/ Tutor in Training","Year-Only",
"12051","Trinity","Atlanta","GA","01/01/07 00:00:00",,"7600","Worker, Server, Cook","Year-Only",
"12054","121 Reach","Johns Creek","GA","01/01/12 00:00:00",,"7601","Tutor","Year-Only",
"12050","City Hope Community ","Clarkston","GA","09/01/12 00:00:00",,"7602","Volunteer, tutor","Month-Only",
"12054","Vacation Bible School","Johns Creek","GA","06/01/12 00:00:00","06/01/12 00:00:00","7603","Led preschoolers in their worship","Month-Only","Month-Only"
"12050","121 Reach","Alpharetta","GA","09/01/12 00:00:00",,"7604","Volunteer, tutor","Month-Only",
"12069","The Stingray Allstars","Johns Creek ","GA","01/01/13 00:00:00","04/01/13 00:00:00","7605","coach","Month-Only","Month-Only"
"12050","Klados Tutoring ","Clarkston","GA","09/01/12 00:00:00",,"7606","Volunteer, tutor","Month-Only",
"12049","Referee","Johns Creek","Georgia","09/03/12 00:00:00",,"7607","Referee",,
"12061","Katie for Kids- Babysitting","Johns Creek","GA","01/01/08 00:00:00",,"7608","Manager/employee","Year-Only",
"12054","HOPE Store","Johns Creek"," GA","06/01/12 00:00:00","06/01/12 00:00:00","7609","Helped order the backroom and store aisles","Month-Only","Month-Only"
"12059","JB Tyrrell Senior Public School","Toronto","ON","09/01/10 00:00:00","06/01/11 00:00:00","7610","Tyrrell Library Assistant ","Month-Only","Month-Only"
"12054","Red Cross","Johns Creek","GA","01/01/13 00:00:00","01/01/13 00:00:00","7611","Helped operate a blood drive","Month-Only","Month-Only"
"12054","Humane society","Johns Creek","GA","06/01/12 00:00:00","07/01/12 00:00:00","7612","Cared for animals ","Month-Only","Month-Only"
"12059","Terry Fox Public School","Toronto ","ON","01/01/08 00:00:00","06/01/08 00:00:00","7613","Officer Administrator ","Month-Only","Month-Only"
"12054","Seven Bridges ","Atlanta","GA","02/01/13 00:00:00","02/01/13 00:00:00","7614","Gave food and supplies to the homeless","Month-Only","Month-Only"
"12181","Self-empolied Child Care Provider","Gallipolis Ferry","WV","08/01/12 00:00:00",,"7715","Child Care Provider","Month-Only",
"12198","Silverwood Theme Park","Athol","ID","04/30/12 00:00:00","09/28/12 00:00:00","7722","Game Attendant",,
"12197","Jo's family ","Spirit Lake","ID","07/17/12 00:00:00",,"7723","Baby Sitter",,
"12205","McDonald's Restaurants ","Coeur D Alene ","ID","06/09/12 00:00:00",,"7724","Crew",,
"11288","Silverwood Theme Park","Athol","ID","06/08/11 00:00:00","08/08/11 00:00:00","7725","Life Guard",,
"12201","Triple Creek Ranch","Athol","ID","05/01/11 00:00:00",,"7726","Farm Hand",,
"12201","Construction specialties ","Athol","ID","06/01/10 00:00:00",,"7727","equipment operator, and Ditch hand",,
"12202","Gozzer Ranch Golf and Lake Club","Harrison","Idaho","05/25/11 00:00:00",,"7728","Barn attendant/ Assistant manager",,
"12202","Fords Home Improvment","Athol","ID","08/08/10 00:00:00","09/04/10 00:00:00","7729","Rough carpenter",,
"12208","Wilderness Food Bank","Spirit Lake","ID","11/02/12 00:00:00","01/10/13 00:00:00","7730","Food Sorter",,
"13541","Whole Note Music Store","Stockbridge","Georgia","07/17/13 00:00:00",,"8681","Sales Associate",,
"14486","T-Masters Corperation","Atlanta ","Ga","04/14/13 00:00:00",,"9346","CEO",,
"10253","Katie Shelton","Spirit Lake","Idaho","01/10/05 00:00:00",,"6322","Babysitter",,
"10253","Jacquie Sorrano","Rathdrum ","Idaho","01/09/05 00:00:00","03/06/12 00:00:00","6323","Babysitter",,
"10267","McDonalds","franklin","new hampshire","10/16/10 00:00:00",,"6334","any were",,
"14416","Shoe Carnival","Baton Rouge","Louisiana ","07/25/13 00:00:00","11/03/13 00:00:00","9279","sales asso.",,
"14417","Chinese Combo King ","Baton Rouge ","LA","07/31/13 00:00:00",,"9280","Cool ",,
"14411","Usda","Byron","GA","06/01/04 00:00:00","03/01/05 00:00:00","9281","biological science tech","Month-Only","Month-Only"
"14312","Bimmer Benz Auto Service","Atlanta","GA","07/20/13 00:00:00","07/21/13 00:00:00","9282","Administrative Assistant",,
"13611","N/A","N/A","N/A","01/01/14 00:00:00","01/01/14 00:00:00","9283","N/A","Year-Only","Year-Only"
"14327","Heron Bay","Locust Grove ","GA","05/20/13 00:00:00","09/06/13 00:00:00","9284","Life Guard",,
"14235","J+B cleaning ","McDonough  ","Ga","01/01/11 00:00:00",,"9285","Worker","Year-Only",
"14422","Ethridge Construction","Locust Grove","Georgia","10/04/12 00:00:00",,"9286","Laborer",,
"14344","Just for you womens healthcare","Locust Grove","Ga","09/10/13 00:00:00","10/31/13 00:00:00","9287","Intern",,
"14430","Silverwood","Athol","ID","06/08/13 00:00:00","08/15/13 00:00:00","9288","Locker opener",,
"14428","4th & Main Pizza","Spirit Lake","ID","10/10/10 00:00:00",,"9289","Food Production",,
"14428","Multi Systems Technology Inc.","Spirit Lake","ID","05/01/13 00:00:00","08/28/13 00:00:00","9290","Quality Control/ Document Prep",,
"14424","Silverwood Theme Park","Athol ","Idaho","07/20/12 00:00:00",,"9291","Front Gate Attendant",,
"14424","Timberlake High School ","Spirit Lake","ID","09/01/09 00:00:00","03/31/12 00:00:00","9292","Concession Stand Volunteer",,
"14423","La Seria ","Spirit Lake ","ID","06/10/13 00:00:00",,"9293","Busser",,
"14431","Ultra Lawn","Post Falls","Idaho","06/14/13 00:00:00","08/30/13 00:00:00","9294","Raking Leaves",,
"14433","North Idaho Builders","Athol","ID","06/06/12 00:00:00","07/25/13 00:00:00","9295","Clean-up",,
"14439","Silverwood Theme Park","Athol","ID","07/29/13 00:00:00","09/29/13 00:00:00","9296","Guest Relations",,
"14436","Eklund Farm","Rolla","BC, Canada","09/24/11 00:00:00",,"9297","Mechanic and combine driver",,
"14440","Discover Technology","Post Falls","ID","06/14/11 00:00:00",,"9298","Councilor",,
"14426","Silverwood Theme Park","Athol ","ID","06/18/10 00:00:00","09/08/12 00:00:00","9299","Head Cook",,
"14426","Silverwood Theme Park","Athol","ID","06/15/13 00:00:00",,"9300","Food and Beverage Supervisor",,
"14424","Lisa Poole","Spirit Lake","ID","10/01/13 00:00:00",,"9301","Tutor","Month-Only",
"14442","Babysitting","Star city","Ar","04/02/09 00:00:00","11/05/12 00:00:00","9302","babysitter",,
"14445","St. Vincent De Paul","Coeur D'Alene","Idaho","08/01/13 00:00:00","10/01/13 00:00:00","9303","Team Member","Month-Only","Month-Only"
"14447","Timberlake High School Concessions","Spirit Lake ","ID","09/30/08 00:00:00","04/26/11 00:00:00","9304","Member",,
"14446","Silverwood","Athol","Idaho","07/13/13 00:00:00","09/01/13 00:00:00","9305","character ",,
"14430","Silverwood","Athol","ID","06/05/12 00:00:00","08/14/12 00:00:00","9309","Locker Attndant",,
"14441","Silverwood Theme Park","Athol","ID","05/20/12 00:00:00","08/08/12 00:00:00","9310","Tattoo Artist",,
"14441","Silverwood Theme Park","Athol","ID","05/10/13 00:00:00","09/01/13 00:00:00","9311","Operator",,
"14471","Silverwood Theme Park","Athol","Id","06/10/13 00:00:00","09/03/13 00:00:00","9332","Cashier, Busser, Cook, Server",,
"14491","Captain D's","Locust Grove","GA","08/11/13 00:00:00",,"9345","Cashier",,
"14488","None","Ellenwood","Ga","12/17/13 00:00:00","12/17/13 00:00:00","9347","none",,
"14493","MLS Electric ","Conyers","Ga","02/12/10 00:00:00","05/06/12 00:00:00","9348","Electrical assistant ",,
"14495","Shelbys lemonade stand","stockbridge","ga","04/03/99 00:00:00",,"9349","ceo",,
"14494","Blank","stockbridge","georgia","01/01/13 00:00:00","01/01/13 00:00:00","9350","blank","Year-Only","Year-Only"
"14534","Thousand Islands Bridge Authority","Alexandria Bay","New York","05/01/12 00:00:00","01/01/14 00:00:00","9356","Ice Cream Scooper and Dock Attendent","Month-Only","Year-Only"
"10166","Lakeland School District","Rathdrum ","ID","08/27/98 00:00:00",,"6365","High School Teacher",,
"10166","Jacqui Dodd Training Stable","various","AZ, WA, ID","05/01/76 00:00:00",,"6366","Horse Trainer","Month-Only",
"10166","The Hay Company","Rathdrum","Idaho","07/01/06 00:00:00",,"6370","partner",,
"10166","Double D Lowlines","Athol","Idaho","03/01/03 00:00:00",,"6371","Owner",,
"10166","Orlando's Mexican Drive up","Coeur d' Alene","ID","01/01/95 00:00:00",,"6372","owner","Month-Only",
"10311","Maurizio's Pizza","Franklin","NH","08/01/11 00:00:00","11/01/11 00:00:00","6373","Cleaner","Month-Only","Month-Only"
"10312","Campus Creations","Franklin","NH","10/20/11 00:00:00",,"6380","Sales Associate",,
"14444","Jones Cutsom Farms","Troy","Idaho","06/07/12 00:00:00","09/06/13 00:00:00","9306","Farm Hand",,
"14444","Silverlake Manufacturing","Spirit Lake Idaho","Idaho","09/05/13 00:00:00",,"9307","Welder/ Part Cutter",,
"14449","Silverwood","Athol","Idaho","05/10/13 00:00:00",,"9308","Busser",,
"14438","Babysitting","Spirit Lake","ID","11/02/08 00:00:00","01/11/12 00:00:00","9312","babysitter",,
"14441","Jennifer Emory","Hayden","ID","12/01/12 00:00:00",,"9313","Babysitter",,
"14438","Babysitting","Twin Lakes","ID","11/22/13 00:00:00",,"9314","babysitter",,
"14448","R.K. Electric","Coeur d Alene","ID","07/25/13 00:00:00","08/28/13 00:00:00","9321","hard labor",,
"14461","Architect & Co.","Cumberland","Texas","07/28/20 00:00:00",,"9331","Drawer/Scaler",,
"14429","Odd jobs / yard work","Spirit Lake","ID","06/01/08 00:00:00","09/30/13 00:00:00","9318","yard worker",,
"14475","Arkansas Travelers","Little Rock","Arkansas","04/15/13 00:00:00","09/03/13 00:00:00","9333","Assistant Director of Food and Beverage",,
"14447","Babysitting","Spirit Lake","ID","04/02/10 00:00:00","10/19/13 00:00:00","9335","Member ",,
"14464","Delisle Family","Stockbridge","GA","08/25/11 00:00:00",,"9336","Child Caretaker",,
"14473","School","stockbridge","ga","01/01/13 00:00:00","01/01/13 00:00:00","9337","south","Year-Only","Year-Only"
"14466","Area 51","classified","classified","07/10/97 00:00:00","12/03/08 00:00:00","9338","chef",,
"14472","Mary's veterinary clinic ","cumming","GA","02/09/09 00:00:00",,"9339","assistant",,
"14498","Georgia Soccer Association","hampton","GA","01/10/12 00:00:00",,"9351","refree",,
"14498","Kroger","McDonough","GA","08/18/13 00:00:00",,"9352","Bagger",,
"13842","Army National Gaurd ","Anoka","Minesota","10/29/13 00:00:00",,"9353","91B, light wheeled mechanic",,
"14531","L'il River Fudge Company","Alexandria Bay","NY","04/21/11 00:00:00",,"9357","Ice Cream Scooper",,
"14523","Ridgeline","Clayton","NY","06/01/12 00:00:00","11/01/12 00:00:00","9358","assembler","Month-Only","Month-Only"
"14523","Big M","Alexandria Bay","NY","03/01/11 00:00:00","12/01/11 00:00:00","9359","Stock","Month-Only","Month-Only"
"10047","University of Louisiana at Monroe","Monroe","LA","08/01/13 00:00:00","12/01/13 00:00:00","9360","Student Worker","Month-Only","Month-Only"
"10047","Brookshires ","Monroe","LA","10/01/13 00:00:00","01/01/14 00:00:00","9361","Cashier","Month-Only","Month-Only"
"14500","New York Shirt Company","Alexandria bay","New york","05/01/12 00:00:00",,"9362","Cashier","Month-Only",
"12186","Mills Fleet Farm","Baxter","MN","06/26/13 00:00:00",,"9363","Cashier",,
"14557","Steak N' Shake","Oakwood ","GA","06/20/13 00:00:00","09/24/13 00:00:00","9364","Hostess",,
"14557","Captain D's","Oakwood ","GA","11/20/13 00:00:00",,"9365","Cashier",,
"14566","Falls View Resturant","High Falls","Georgia","06/12/12 00:00:00","08/13/12 00:00:00","9366","Busboy",,
"14575","Lewis Paige ","Gainesville","G.A.","03/01/12 00:00:00","06/01/12 00:00:00","9367","Car salesmen ",,
"14581","University of North Georgia","Oakwood","Ga","06/03/13 00:00:00",,"9368","Swim Instructor",,
"14559","Bistro at The Oaks","Gainesville","GA","08/06/12 00:00:00",,"9369","Intern",,
"13838","Little Caesars ","Coon Rapids ","MN","03/07/12 00:00:00","10/14/12 00:00:00","9437","Cashier/cook",,
"13838","Eagle Ridge services","Ramsey ","MN","11/23/11 00:00:00","03/03/12 00:00:00","9438","Construction help",,
"10280","Campus Creations","Franklin","NH","10/01/11 00:00:00",,"6419","sales associate","Month-Only",
"10540","Tasty Snow","Mid-West City","Oklahoma","01/01/12 00:00:00","01/01/12 00:00:00","6469","Order taker","Year-Only","Year-Only"
"10547","Harrison household","midwest city","ok","05/17/11 00:00:00",,"6470","babysitter",,
"10535","Landreth household","Del City","OK","05/01/10 00:00:00",,"6471","Landscaper","Month-Only",
"10540","Milco","Okc","Oklahoma","01/01/12 00:00:00","01/01/12 00:00:00","6472","helper/ part time","Year-Only","Year-Only"
"10549","New Yards","Midwest City","Oklahoma","01/01/12 00:00:00","01/01/12 00:00:00","6473","Manager","Year-Only","Year-Only"
"10555","Babby Sit","Midwestcity","Oklahoma","03/06/12 00:00:00","09/05/12 00:00:00","6474","Manager",,
"10562","Army National Guard","Philadelphia","PA","03/23/11 00:00:00",,"6475","25U Signal Support Specialist",,
"10562","Dunkin Donuts","Philadelphia","PA","02/11/11 00:00:00","05/09/12 00:00:00","6476","Sales Assosiate",,
"10670","Silverwood Theme Park","Athol","ID","06/07/11 00:00:00","09/05/11 00:00:00","6566","Retail Clerk/Air Brush Artist",,
"10689","SIlverwood Theme Park","Athol","ID","04/17/12 00:00:00","09/07/12 00:00:00","6567","Cashier",,
"10685","Stephanie's Babysitting","Rathdrum","Idaho","06/10/09 00:00:00",,"6569","Babysitter",,
"10688","Silverwood Theme Park","Athol","Idaho","07/01/11 00:00:00","09/01/12 00:00:00","6570","Lockers Attendent","Month-Only","Month-Only"
"10696","Millers Harvest Foods","Spirit Lake","Idaho","05/25/11 00:00:00",,"6571","Deli Clerk",,
"10700","Walters lawn care","Rathdrum ","ID","02/12/07 00:00:00","10/20/09 00:00:00","6572","labouror",,
"10677","Baby Sitting ","Spirit Lake","ID","05/06/08 00:00:00","06/14/10 00:00:00","6584","Baby sitter",,
"13708","Final Touch Cleaning","Mcdonough ","Georgia","06/04/13 00:00:00",,"8677","Cleaner",,
"14559","Bistro at The Oaks","Gainesville","GA","08/06/12 00:00:00",,"9370","Intern",,
"14578","Meek & Friends lawnscape","Clermont","Georgia","06/01/10 00:00:00",,"9371","Doing odd jobs ",,
"14559","Meeting and Event at The Oaks","Gainesville ","GA","08/05/13 00:00:00",,"9372","Intern",,
"14559","Meeting and Event at The Oaks","Gainesville ","GA","08/05/13 00:00:00",,"9373","Intern",,
"14571","Window Tint.","Pendergrass ","GA","03/01/12 00:00:00","11/01/12 00:00:00","9375","Secretary","Month-Only","Month-Only"
"14560","Design 360","gainesville","ga","08/20/12 00:00:00",,"9376","unit adminstrator",,
"14581","Oakwood Occasions","Gainesville ","Ga","12/12/13 00:00:00",,"9377","Catering Staff",,
"14571","Baby Sitter ","Gainesville","GA","05/01/12 00:00:00","07/01/12 00:00:00","9378","Take care of children ","Month-Only","Month-Only"
"14576","Design 360","Gainesville","Georgia ","09/01/13 00:00:00",,"9379","Customer Service ","Month-Only",
"14558","Flowery Branch Antiques and Auction","Flowery Branch","GA","08/16/12 00:00:00",,"9380","Mover",,
"14552","Daycare","McDonough","GA","05/15/13 00:00:00",,"9381","babysitter",,
"14589","Early child hood years","Locust Grove","GA","01/04/13 00:00:00","01/01/14 00:00:00","9382","Babysitter",,"Year-Only"
"14588","Teen Expression","Stockbrige","GA","08/22/12 00:00:00",,"9383"," Head Fashion Designer",,
"14616","Head Huggers","Flowery Branch","GA","02/04/12 00:00:00",,"9384","Independent Business Owner",,
"14616","Design 360","Gainesville","GA","08/12/13 00:00:00",,"9385","Intern",,
"14603","Design 360","Flowery Branch","Georgia","08/01/13 00:00:00",,"9386","Customer Service, Marketing, and Production","Month-Only",
"14632","Goodwill","Gainesville","Georgia","08/01/13 00:00:00","12/01/13 00:00:00","9387","Salon Manager","Month-Only","Month-Only"
"14632","Subway","Flowery Branch","Georgia","01/01/14 00:00:00",,"9388","Sandwich Artist","Month-Only",
"14608","Wendy's","Gainesville","GA","03/01/13 00:00:00","08/01/13 00:00:00","9389","Cashier","Month-Only","Month-Only"
"14638","Bistro At The Oaks ","Gainesville","Ga","08/12/13 00:00:00",,"9390","Baker",,
"14619","Design 360","Gainesville","GA","10/10/13 00:00:00",,"9391","Customer Service ",,
"12754","Medina's lawn service","Gainesville","GA","08/03/09 00:00:00",,"8098","landscaper",,
"12597","Ola Middle School","McDonough","GA","09/01/12 00:00:00","03/01/13 00:00:00","8099","Science 8th Grade Tutor","Month-Only","Month-Only"
"12667","Childcare","Locust Grove","Georgia ","01/01/11 00:00:00",,"8100","Babysitter",,
"12663","Girl Scouts","Bronx","New York","05/20/06 00:00:00","06/20/07 00:00:00","8101","selling girl scout cookies",,
"12757","Carr family","Locust Grove ","GA","06/01/12 00:00:00","08/04/13 00:00:00","8102","Baby sitting",,
"12759","Army National Guard","Palm Beach","FL","04/27/13 00:00:00",,"8103","PFC, Unit Administrator",,
"12603","Outback","gainesville","georgia","10/07/12 00:00:00",,"8104","mannager",,
"12769","Crossfit of Locust Grove","Locust Grove","GA","07/01/11 00:00:00","02/01/13 00:00:00","8105","Babysitter","Month-Only","Month-Only"
"12554","Rue 21","locust grove","ga","01/01/13 00:00:00","01/01/13 00:00:00","8106","cashier","Year-Only","Year-Only"
"12553","NA ","NA","NA","01/01/13 00:00:00","01/01/13 00:00:00","8107","NA","Year-Only","Year-Only"
"12609","The McCawley's","McDonough","GA","09/06/09 00:00:00","05/20/12 00:00:00","8108","Child Care Associate ",,
"12609","The Kingsley's","Locust Grove","GA","09/06/09 00:00:00",,"8109","Child Care Associate",,
"12647","Never wored","never worked","GA","01/01/13 00:00:00","01/01/13 00:00:00","8110","never worked","Year-Only","Year-Only"
"12651","Jenkins Family","McDonough","GA","10/03/12 00:00:00",,"8111","Dishwasher",,
"10312","Levi's","Tilton","NH","04/28/13 00:00:00",,"8112","Sales Associate",,
"12845","Subway","springfield","ga","06/02/13 00:00:00",,"8113","Sandwich Artist",,
"12839","Larry's Giant Subs","Rincon","GA","12/11/12 00:00:00","06/25/13 00:00:00","8114","Team Member",,
"12843","Harveys ","Springfield ","Georgia","01/20/13 00:00:00",,"8115","Customer Service ",,
"12839","Uncle Marcos Pizza","Rincon","GA","02/12/12 00:00:00","12/10/12 00:00:00","8116","Team Member",,
"12842","Los bravos grill and cantina","pooler","GA","09/02/12 00:00:00",,"8117","waiter",,
"12848","Mcdonald's","pooler","ga","06/14/13 00:00:00",,"8118","crew member",,
"12847","Chores International","Springfield","GA","04/14/97 00:00:00",,"8119","Manual Laborer",,
"12858","Quality cleaning ","Springfeild ","GA","07/25/13 00:00:00",,"8120","Help clean schools",,
"12555","House Keeping ","McDonough ","GA","01/01/13 00:00:00","06/15/13 00:00:00","8121","Coustodion ",,
"12794","Lucy Diaz","McDonough","GA","03/10/10 00:00:00","07/20/12 00:00:00","8122","child care worker",,
"12547","Metro Metal Works","Mcdonough","GA","07/27/13 00:00:00",,"8123","Maid Services",,
"12542","Discover Point ","Conyers","GA","01/01/11 00:00:00",,"8124","child care","Month-Only",
"12874","Gant Enterprises","Atlanta","Georgia","01/02/13 00:00:00",,"8125","C.E.O",,
"12545","Berry mangos","Mcdonough","Georgia","06/01/13 00:00:00","07/26/13 00:00:00","8126","cashier",,
"12567","Chidcare worker ","McDoungh","Ga","06/13/13 00:00:00","07/18/13 00:00:00","8127","N/A",,
"12552","Child care worker ","mcdonugh","georgia","11/08/13 00:00:00","11/09/13 00:00:00","8128","wacted kides ",,
"12566","Church Nursery","Jackson","Georgia","12/01/10 00:00:00","04/01/13 00:00:00","8130","Nursery Worker","Month-Only","Month-Only"
"12539","Babysitting","McDonugh","Georgia ","06/10/13 00:00:00",,"8131","baby sitter",,
"12885","Guyton Fire Dept ","Guyton ","GA","04/29/12 00:00:00",,"8132","Jr FireFighter / Medical / First Responder ",,
"12872","McDonalds","Rincon","Ga","03/11/12 00:00:00",,"8133","Manager",,
"12872","Finish Line","Savannah","Ga","10/08/11 00:00:00","02/10/12 00:00:00","8134","Cashier",,
"12878","Ralph Lauren","Palm Beach","California ","04/14/12 00:00:00",,"8135","Designer ",,
"12875","Christy Rought","Rincon","Georgia","04/19/11 00:00:00","11/09/12 00:00:00","8136","Baby sitter",,
"12869","Bowen Refrigeration","Savannah","GA","01/01/11 00:00:00","02/01/13 00:00:00","8137","Service calls",,
"12881","The Helping","Daytona Beach","FL","01/08/15 00:00:00","08/28/20 00:00:00","8138","President",,
"12882","Uncle Marcos ","Rincon","Ga","10/25/12 00:00:00","07/01/13 00:00:00","8139","Employee",,
"12880","Twiglight Program","Orangeburg , Fl","Florida","01/01/13 00:00:00",,"8140","member",,
"11587","Simonson Sound Services","Cabot","AR","10/01/11 00:00:00","02/01/13 00:00:00","7304","Live Sound Assistant Manager","Month-Only","Month-Only"
"11618","Owen Orthodontics","Cabot","AR","01/01/13 00:00:00",,"7307","assistant ","Month-Only",
"11548","Maxworx","cabot","AR","05/10/06 00:00:00","01/01/50 00:00:00","7309","Crew Cheif",,"Year-Only"
"11623","Cabot High School","Cabot","AR","01/01/13 00:00:00","01/01/13 00:00:00","7314","Cashier/Server","Year-Only","Year-Only"
"11623","James Jones","Cabot","AR","01/01/13 00:00:00","01/01/13 00:00:00","7315","Babysitter","Year-Only","Year-Only"
"11623","Mu Alpha Theta","Cabot ","AR","01/01/13 00:00:00","01/01/13 00:00:00","7316","Food Server","Year-Only","Year-Only"
"11623","Larry's Pizza","Cabot","AR","01/01/13 00:00:00","01/01/13 00:00:00","7317","Waitress","Year-Only","Year-Only"
"11504","Dude's Place","Austin","AR","06/05/10 00:00:00","11/01/13 00:00:00","7318","Cashier",,
"11504","Wal-Mart","Cabot","AR","11/01/12 00:00:00",,"7319","Cashier",,
"10706","Silverwood Inc","Athol","Spirit Lake","04/30/12 00:00:00","08/30/12 00:00:00","7320","Front Gate ",,
"11615","Cabot Public Schools","Cabot","AR","11/01/12 00:00:00",,"7321","Teaching Intern","Month-Only",
"11615","Cabot High School Athletics ","Cabot ","AR","11/01/10 00:00:00",,"7322","Girls Basketball Team Manager","Month-Only",
"11583","Silver Screen","Cabot","AR","04/30/12 00:00:00","07/13/12 00:00:00","7323","Concession Stand Worker",,
"11583","Pizza Hut","Cabot","AR","07/19/12 00:00:00","08/26/12 00:00:00","7324","Cook",,
"11583","Allied Therapy","Ward","AR","08/27/12 00:00:00",,"7325","Intern",,
"11501","Cabot Soccer Association","Cabot","Ar","03/01/07 00:00:00","10/01/07 00:00:00","7326","Referee","Month-Only","Month-Only"
"11582","Mcdonald's ","Cabot","AR","08/16/11 00:00:00",,"7327","Crew",,
"11626","Colton's Steakhouse and Grill","Cabot","AR","08/19/10 00:00:00","12/09/12 00:00:00","7328","Hostess",,
"11505","Chef Candace","Cabot ","Arkansas","05/30/11 00:00:00","08/03/11 00:00:00","7329","cook/waitress",,
"11505","Cabot Public Schools","Cabot","Arkansas","08/20/12 00:00:00",,"7330","Concession Stand Worker",,
"11505","Babysitting for Various Families","Cabot","Arkansas","05/30/12 00:00:00",,"7331","Babysitter",,
"11627","Heath's Lawn Care","Cabot ","AR","05/01/10 00:00:00",,"7332","Head Honcho","Month-Only",
"11625","Page and Company Dance Academy","Cabot","AR","08/19/10 00:00:00","11/07/12 00:00:00","7333","Student teacher",,
"11628","Walmart","Cabot","AR","06/06/11 00:00:00",,"7334","Cashier",,
"11641","Georgia Dome","Atlanta","GA","08/16/12 00:00:00","11/03/12 00:00:00","7339","Cook",,
"11654","Georgia Dome","Atlanta","GA","08/16/12 00:00:00","01/01/13 00:00:00","7340","cook",,
"11652","South Dekalb YMCA","Decatur","Georgia","08/01/08 00:00:00","11/01/09 00:00:00","7341","Soccer Referee ","Month-Only","Month-Only"
"11645","Kroger","Lithonia","GA","05/05/11 00:00:00",,"7342","Courtesy Clerk ",,
"11654","Dominos pizza","Stone Mountain","GA","11/10/12 00:00:00",,"7343"," Delivery driver",,
"11653","Damascus Automotive Shop  ","Deactur ","GA","01/10/12 00:00:00","06/15/12 00:00:00","7344","Automotive Apprentice",,
"11644","High's Quality Meats ","Lithonia","GA","09/02/10 00:00:00",,"7345","Cashier",,
"11650","Laura Donar ","lithonia ","GA","08/01/11 00:00:00",,"7346","Ederly Care Taker ",,
"11659","Burger King","Baton Rouge","Louisiana","07/13/12 00:00:00",,"7347","Cook/ Cashier",,
"11659","Dalton Elementary School","Baton Rouge","Louisiana","06/07/10 00:00:00","07/31/10 00:00:00","7348","Clerical Assistant",,
"11635","Atlanta food bank ","Atlanta","GA","10/06/12 00:00:00",,"7349","member",,
"11635","Saint Philip AME","Atlanta","GA","01/01/06 00:00:00",,"7350","member",,
"11637","Kroger","Stone Mountian","GA","05/24/10 00:00:00","08/14/10 00:00:00","7351","Cashier",,
"11630","Davis Special Events","Stone Mountain","GA","02/01/09 00:00:00",,"7352","Crew Member",,
"11633","Chapel hill","Decatur","GA","06/05/08 00:00:00","07/13/10 00:00:00","7353","Wide reciver",,
"11639","Troy roofing services","Decatur","GA","01/08/11 00:00:00","02/01/13 00:00:00","7354","assistant roofer",,
"11660","Towers High School","Decatur","Ga","08/08/11 00:00:00",,"7355","Full Time Student ",,
"11696","Taco Bell","King Mountain ","North Carolina","08/07/12 00:00:00","12/10/12 00:00:00","7356","Cashier",,
"11689","Kings Mountain Fire Department","Kings Mountain","North Carolina","02/02/11 00:00:00",,"7357","Junior Volunteer Firefighter",,
"11688","Toco Bell","Kings Mountain ","NC","07/07/11 00:00:00","10/06/13 00:00:00","7358","Cashier",,
"11689","American Red Cross","Shelby","North Carolina","08/30/11 00:00:00",,"7359","Disaster Relief Volunteer",,
"11688","Food Lion","Kings Mountain","NC","09/10/12 00:00:00",,"7360","Cashier",,
"11698","Misty Luther","Gastonia","NC","01/01/13 00:00:00","01/01/13 00:00:00","7361","Child Care","Year-Only","Year-Only"
"11668","Women's Cub","Kings Mountain","North Carolina","01/01/13 00:00:00","01/01/13 00:00:00","7362","volunteer","Year-Only","Year-Only"
"11668","Kings Mountain Intermediate School","Kings Mountain","North Carolina","01/01/13 00:00:00","01/01/13 00:00:00","7363","Volunteer","Year-Only","Year-Only"
"11668","Men's homless shelter","Shelby","North Carolina","01/01/13 00:00:00","01/01/13 00:00:00","7364","volunteer","Year-Only","Year-Only"
"11685","Foodlion","Kings Mountain","NC","09/22/12 00:00:00","01/30/13 00:00:00","7365","Cashier",,
"11690","Inn of the Patriots Bed and Breakfast","Grover","North Carolina","06/15/11 00:00:00",,"7366","Housekeeping,Cook, Babysitter",,
"11670","Old Navy","Gastonia ","North Carolina","11/15/12 00:00:00",,"7367","Sales Associate",,
"11685","Bilo","Gastonia","NC","01/30/13 00:00:00",,"7368","Cashier",,
"11676","Kings Mountain Historic Museum","Kings Mountain","North Carolina","01/01/09 00:00:00","01/01/09 00:00:00","7369","Volunteering, copying old documents to preserve","Year-Only","Year-Only"
"11675","Ingles Market ","Kings Mountain","North Carolina","09/11/11 00:00:00",,"7370","Cashier ",,
"11676","First Baptist Church of Grover","Grover","North Carolina","10/01/12 00:00:00","10/01/12 00:00:00","7371","Volunteering, community service projects","Month-Only","Month-Only"
"11691","Chuck E. Cheese","Gastonia ","North Carolina","11/15/12 00:00:00",,"7372","Host birthday parties",,
